fileName|text_x|normalizedTest_x
chunk_0474| Calming the respirations, I will exhale. Thus he trains himself.| Calming the respirations, I will exhale. Thus he trains himself.
chunk_0475| After some time and lots of practice, this meditation begins to change all by itself.| After some time and lots of practice, this meditation begins to change all by itself.
chunk_0476| as you become more and more conscious of the sensations of the breathing flowing through the| as you become more and more conscious of the sensations of the breathing flowing through the
chunk_0477| body, you are able to dissolve deep tensions from the spine and internal organs.| body, you are able to dissolve deep tensions from the spine and internal organs.
chunk_0478| It begins to feel like rivers of tingling are flowing throughout the body, nourishing and relaxing, healing.| It begins to feel like rivers of tingling are flowing throughout the body, nourishing and relaxing, healing.
chunk_0479| and calming every nerve and every cell. Some people report feeling as if the whole body is melting away.| and calming every nerve and every cell. Some people report feeling as if the whole body is melting away.
chunk_0480| and they experience vast expansive tranquility.| and they experience vast expansive tranquility.
chunk_0481| At first you might be wary of the trickery of the mind and put it all down to an active imagination that's perfectly| At first you might be wary of the trickery of the mind and put it all down to an active imagination that's perfectly
chunk_0482| The imagination is a great thing. After a while though, through your own experimentation with meditation, you will discover that meditation| The imagination is a great thing. After a while though, through your own experimentation with meditation, you will discover that meditation
chunk_0483| suffer for yourself how the mind, the body, and the breath work together. As Westerners, we are not introduced to| suffer for yourself how the mind, the body, and the breath work together. As Westerners, we are not introduced to
chunk_0484| these kinds of concepts, they might seem strange or fanciful. They might come across as weird or unnatural.| these kinds of concepts, they might seem strange or fanciful. They might come across as weird or unnatural.
chunk_0485| but by trying it for yourself, you will discover your own version of the truth of this notion.| but by trying it for yourself, you will discover your own version of the truth of this notion.
chunk_0486| of us it is slightly different, but we all have brains.| of us it is slightly different, but we all have brains.
chunk_0487| lungs, and nervous systems that work in very much the same ways. With practice and experimentation, you will discover| lungs, and nervous systems that work in very much the same ways. With practice and experimentation, you will discover
chunk_0488| your own way. Loving-kindness meditation. This meditation follows on| your own way. Loving-kindness meditation. This meditation follows on
